question,gtruth_answer,gtruth_answer_quality_score,gtruth_answer_quality_justification,llm_answer,cos_similarity,bert_precision,bert_recall,bert_f1
Provide the original deposition date of first version and date of current version.,20230310_v2,Low,"The answer only provides a single date with a version number, which does not clearly indicate the original deposition date or the date of the current version. It lacks the necessary information to fully address the question.","The original deposition date of the first version is not explicitly provided in the context. However, the date of the current version is 10.03.2023 (March 10, 2023).",0.35822012026833194,-0.12954063713550568,-0.2830422520637512,-0.20819902420043945
"This only applies to updated versions. If this is the original version, state 'original version'.",changes according to comments,Low,"The answer does not address the question of whether this is the original version or an updated version. It provides an unrelated statement about changes, which does not clarify the version status.",Answer not found in documents.,0.20049762837414217,0.16029587388038635,0.040384989231824875,0.10091575980186462
"Normal text names often do not uniquely define the method. Therefore, each method should be assigned a clearly and uniquely defined data base name.",NPC1a_DNT_hNPC_prol_72h_20200702v1.2 NPC1b_DNT_hNPC_prol_72h_20200702v1.2 ToxCast invitroDB name: IUF_NPC1b_proliferation_BrdU_72hr IUF_NPC1a_proliferation_Area_72hr,High,"The answer provides specific and unique database names for the methods, addressing the need for clear and unique identification. It includes both internal and ToxCast invitroDB names, ensuring completeness and relevance.",The database names assigned to the assay methods are NPC1a_DNT_hNPC_prol_72h_20200702v1.2 for proliferation by sphere size (NPC1a) and NPC1b_DNT_hNPC_prol_72h_20200702v1.2 for proliferation by BrdU incorporation (NPC1b) (Source: NPC1.pdf).,0.8258822685845458,0.33915024995803833,0.3638277053833008,0.3539848327636719
Include affiliation.,IUF – Leibniz Research Institute for Environmental Medicine,High,The answer fully addresses the question by providing the affiliation as requested. It is relevant and complete.,Answer not found in documents.,0.09182565984800664,-0.21677683293819427,-0.138202965259552,-0.1744990050792694
Provide the details of the principal contact person.,Ellen Fritsche: ellen.fritsche@iuf-duesseldorf.de,High,"The answer provides the name and email address of the principal contact person, which fully addresses the question by giving complete and relevant contact details.",The principal contact person for the assay is Ellen Fritsche. Her email address is ellen.fritsche@iuf-duesseldorf.de _(Source: NPC1.pdf)_.,0.5648251546054938,0.7887144684791565,0.3577807545661926,0.5468692779541016
"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",Stefan Masjosthusmann: stefan.masjosthusmann@iuf-duesseldorf.de Kristina Bartmann kristina.bartmann@iuf-duesseldorf.de Katharina Koch katharina.koch@iuf-duesseldorf.de,Medium,"The answer provides names and contact information, which partially addresses the question by identifying individuals involved. However, it lacks clarity on their specific roles, such as who is the principal investigator or who conducted the experiments.",Answer not found in documents.,0.08346652100801352,-0.5825126767158508,-0.28179189562797546,-0.46179142594337463
"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",,Low,No answer provided; treated as missing.,Answer not found in documents.,0.14727110479686745,-1.0699931383132935,-1.07051682472229,-1.0619372129440308
"Describe briefly whether the cells are from a commercial supplier, continuously generated by cell culture, or obtained by isolation from human/animal tissue (or other).","Commercial supplier, Lonza, Verviers, Belgium",High,"The answer clearly states that the cells are from a commercial supplier, providing the name and location of the supplier, which fully addresses the question.","The cells used in the assay are obtained from a commercial supplier, Lonza, Verviers, Belgium, as cryopreserved primary human neural progenitor cells (hNPCs) derived from human cortex tissue of gestation weeks 16-19 (Source: NPC1.pdf).",0.5656348286038991,0.5719980001449585,-0.015779266133904457,0.2172897607088089
"Give a brief overview of your biological source system, i.e. the source or starting cells that you use. Which cell type(s) are used or obtained (e.g. monoculture/co-culture, differentiation state, 2D/3D, etc.)? If relevant, give human donor specifications (e.g. sex, age, pool of 10 donors, from healthy tissue, etc.).","Primary human neural progenitor cells (hNPCs) are provided as cryopreserved 3D neurospheres from Lonza, Verviers, Belgium. The material originates from the human brain cortex of different gestational ages (GW16- 19). Sex is either specified or determined before the cells are used.",High,"The answer fully addresses the question by specifying the cell type (primary human neural progenitor cells), the form (3D neurospheres), the source (human brain cortex), the gestational age range (GW16-19), and the sex determination. It provides relevant and complete information about the biological source system.","The assay uses primary human neural progenitor cells (hNPCs) obtained from the human cortex of fetal brain tissue (gestation weeks 16-19). These cells are provided as cryopreserved 3D neurospheres from Lonza, Belgium. The source cells are characterized by expressing neural stem and progenitor markers such as nestin, SOX2, and Ki67, and are capable of proliferation and differentiation into various neural cell types. The cells are cultivated as three-dimensional spheres, representing a complex multicellular system reflective of fetal brain tissue. Donor information includes sex (specified or determined) and the tissue originates from healthy human cortex during fetal development.",0.8718718384085687,0.5659002661705017,0.3065432608127594,0.42739757895469666
"List quantitative and semi-quantitative features that define your cell source/starting cell population. For test methods that are based on differentiation, describe your initial cells, e.g. iPSC, proliferating SH-SY5Y; the differentiated cells are described in section 4. Define cell identity, e.g. by STR signature (where available), karyotype information, sex (where available and relevant), ATCC number, passage number, source (supplier), sub-line (where relevant), source of primary material, purity of the cells, etc. Describe defining biological features you have measured or that are FIRMLY established (use simple listing, limit to max. 0.5 pages), e.g. the cells express specific marker genes, have specific surface antigens, lack certain markers, have or lack a relevant metabolic or transporting capacity, have a doubling time of x hours, etc. Transgenic cell lines have particular requirements concerning the characterization of the genetic manipulation (type of transgene, type of vector, integration/deletion site(s), stability, etc.). Organoids and microphysiological systems (MPS) may need some special/additional considerations as detailed in Pamies et al. (2018) and Marx et al. (2016), e.g. ratio of cell types used, percent of normal cells in tumor spheroids created from resected tissue; derivation of cells for re-aggregating brain cultures.","1x106 hNPCs per vial are obtained from Lonza (#PT-2599) and expanded. Lonza provides the cells with a viability of at least 20%. FACS analysis confirmed that proliferating neurospheres express the cell type- specific CNS neural stem cell and progenitor cell markers nestin, SRY-box 2 (SOX2), and Ki67 (Koch et al., 2022). Moreover, proliferating hNPCs react to growth factor stimuli (epidermal growth factor (EGF) and recombinant human fibroblast growth factor (FGF)) with increased proliferation, while simultaneous pharmacological inhibition of the EGF receptor (EGFR; PD153035) impaired the proliferation increase. Upon transfer of hNPC neurospheres on poly D-lysine/laminin matrix and cultivation in the absence of growth factors (EGF and FGF), the hNPCs differentiate into effector cells expressing markers of neurons (β-III- tubulin(TUBB3), astrocytes (Glial Fibrillary Acidic Protein (GFAP)), radial glia cells (nestin) and oligodendrocytes (O4) (Baumann et al., 2015; Schmuck et al., 2017; Koch et al., 2022).",Medium,"The answer provides some relevant information about the cell source, including the supplier, cell markers, and response to growth factors. However, it lacks details on cell identity such as STR signature, karyotype information, sex, passage number, and purity. Additionally, it does not address transgenic cell line requirements or special considerations for organoids and MPS, which are part of the question.","The cell source for the NPC1 assay consists of primary human neural progenitor cells (hNPCs) derived from fetal human cortex tissue (gestation weeks 16–19). The following features define the starting cell population:

- **Source and Supplier:**  
  - Origin: Human fetal cortex tissue (GW16–19)  
  - Supplier: Lonza, Verviers, Belgium  
  - Source material: Cryopreserved 3D neurospheres

- **Cell Identity and Characterization:**  
  - Marker expression:  
    - Neural stem/progenitor markers: nestin, SOX2, Ki67 (confirmed via FACS analysis)  
    - Differentiation markers: TUBB3 (neurons), GFAP (astrocytes), O4 (oligodendrocytes) after differentiation  
  - Purity:  
    - Confirmed to express CNS-specific markers and free of HIV, HBV, HC, mycoplasma, fungi, bacteria  
  - Karyotype:  
    - Not explicitly provided; assumed normal based on supplier quality control

- **Biological Features:**  
  - Viability: ≥20% at shipment (Lonza standard)  
  - Proliferative capacity:  
    - Express Ki67 indicating active proliferation  
    - Sphere size at day 0: approximately 0.2–0.5 mm diameter, containing around 2.6×10³ cells per sphere  
  - Doubling time:  
    - Not explicitly specified; proliferation confirmed by sphere growth and marker expression  
  - Passage number:  
    - Used up to passage 6; higher passages may reduce proliferative capacity  
  - Metabolic capacity:  
    - Do not express CYP1A1 and CYP1B1 (Gassmann et al., 2010), indicating limited metabolic activity relevant for xenobiotic metabolism

- **Additional Characterization:**  
  - Surface antigens:  
    - Express CNS progenitor markers (nestin, SOX2)  
  - Differentiation potential:  
    - Capable of differentiating into neurons, astrocytes, and oligodendrocytes under appropriate conditions (Baumann et al., 2015; Schmuck et al., 2017)  
  - Stability:  
    - Maintained under standardized culture conditions; cryopreserved in liquid nitrogen; expanded for up to 4 weeks before use in the assay

This comprehensive characterization ensures the biological relevance and reproducibility of the starting cell population for the NPC1 assay.",0.8110435043042908,0.1754612773656845,-0.02104984037578106,0.07256593555212021
"Describe the acceptance criteria (AC) for your initial cells (i.e. the quality criteria for your proliferating cell line, tissue for isolation, organism, etc.). Which specifications do you consider to describe the material, which quality control criteria have to be fulfilled (e.g. pathogen-free)? Which functional parameters (e.g. certain biological responses to reference substances) are important? For iPSC maintenance: How do you control pluripotency? How stable are your cells over several passages? Which passage(s) are valid? For primary cells: Show stability and identity of supply; demonstrate stability of function (e.g. xenobiotic metabolism). Quantitative definitions for AC should be given based on this defining information. Exclusion criteria (features to be absent) are also important. As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems.","The following acceptability criteria have been tested at the supplier (Lonza) and are prerequisites for the shipment to customers: - tested positive for TUBB3 and GFAP after differentiation - tested free of HIV, HBV and HC - tested negative both in sterility test and for mycoplasma contamination - cell count of 1.2x106 cells/mL - viability of at least 20% - Adherence of <=50% The proliferative capacity of Lonza hNPCs was reported previously (Moors et al., 2009; Baumann et al., 2015; Klose et al., 2021a).",Medium,"The answer provides some acceptance criteria such as pathogen-free status, cell count, and viability, which partially address the question. However, it lacks details on functional parameters, pluripotency control, stability over passages, and exclusion criteria. It also does not address genetically-modified cells or microphysiological systems, making it incomplete.",Answer not found in documents.,0.14618499644521638,-0.33302536606788635,0.020642701536417007,-0.1856982409954071
"Name known causes of variability of the initial cells/source cells. Indicate critical consumables or batch effects (e.g. relevance of the plate format and supplier, batch effects of fetal calf serum (FCS) or serum replacement, critical additives like type of trypsin, apo-transferrin vs. holo-transferrin, etc.). Indicate critical handling steps and influencing factors (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density, washing procedures, etc.). As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems, e.g. dependence on matrix chemistry and geometry, dependence on microfluidics system, consideration of surface cells vs core cells, etc. Give recommendations to increase/ensure reproducibility and performance.","The sphere size at day 0 of cell thawing can be different depending on the donor. In the 3- to 4-week expansion period different donors can show differences in their proliferative capacity (spheres need longer, 3 instead of 4 weeks, to reach the acceptable minimum size of 0.2 – 0.5 µm). After the first mechanical dissociation, there are no observable or measurable inter-individual differences. Critical consumables The proliferation medium does not contain serum or serum replacement. The use of EGF and recombinant human fibroblast growth factor (FGF) is critical for sphere growth. FGF contains 1% bovine serum albumin and is thus prone to batch effects. Critical handling The thawing medium contains DMSO in a concentration that affects cell health which is why thawed cells should quickly be diluted in proliferation medium (30 mL of media for one vial of cells). It is recommended to add FGF to the proliferation medium directly before thawing. At the end of week two of the expansion period (see below), the spheres should be transferred to petri dishes coated with poly-(2-hydroxyethyl methacrylate) (poly-Hema) to prevent cell attachment. Attached cells that are not differentiated can be gently detached using a 1000 µL pipet. To avoid repeated attachment, all cells should be transferred to a new poly-Hema coated petri dish. Medium containing FGF should not be stored longer than 1 week at 4°C. During the first two weeks, the medium should be removed using a 1000 µL pipet to keep the accidental removal of small spheres to a minimum. In addition, removed medium should be kept in a new petri dish under culture conditions until the next feeding day, to transfer accidentally removed spheres back to the culture. The neurospheres should be well distributed in the petri dish to prevent aggregation. This is especially important after mechanical dissociations. It is important to avoid frequent re-opening of the incubators, to ensure constant CO2 and temperature levels. Furthermore, the smallest vibrations can lead to aggregations of neurospheres. The number of passages after thawing influences the proliferation capability of neurospheres. Neurospheres should not be used for the NPC1 assay after passage 6.",Medium,"The answer provides some relevant information about variability in initial cells, critical consumables, and handling steps, such as the importance of EGF and FGF, and handling procedures to prevent cell attachment. However, it lacks comprehensive coverage of all aspects mentioned in the question, such as specific batch effects, detailed handling steps, and recommendations for genetically-modified cells and microphysiological systems. The recommendations for reproducibility and performance are also not fully addressed.",Answer not found in documents.,0.14112238524304888,-0.5041881203651428,0.0321100614964962,-0.3170575201511383
"Describe the principles of the selected differentiation protocol, including a scheme and graphical overview, indicating all phases, media, substrates, manipulation steps (medium change/re-plating, medium additives, etc.). Special/additional requirements apply to microphysiological systems and organoids: e.g. cell printing, self-aggregation/self-organisation process, interaction with the matrix, geometrical characterization (size/shape), etc.","Cells are frozen in liquid nitrogen and have to be cultivated in proliferation medium at 37°C and 5% CO2 after thawing. The medium contains Dulbecco’s modified Eagle medium and Hams F12 (2:1) supplemented with 2% B27, 20 ng/mL EGF, 20 ng/mL recombinant human FGF, 100 U/mL penicillin and 100 µg/mL streptomycin. The thawing is performed by repeated addition and removal of proliferation medium to the vial until all cells are transferred to a tissue culture flask containing proliferation medium. The cells are carefully resuspended and distributed to 10 cm petri dishes filled with fresh, prewarmed proliferation medium. The cells are fed by replacing half the medium with new medium every two to three days (Monday, Wednesday, and Friday). At each feeding day, the culture is checked for impurities (e.g. fibers or other debris). Impurities and the removed media are transferred to a new petri dish (waste dish). If spheres are mistakenly sorted out during feeding, they can be rescued and placed back in the original culture dish. After 3-4 weeks, neurospheres reach the acceptable size of 0.2 – 0.5 mm for passaging by mechanical dissociation. Therefore, neurospheres are mechanically dissociated into pieces of 0.15 - 0.25 mm edge length (depending on the desired sphere size after passaging) using a tissue chopper, which then round-off again to uniform sized neurospheres within 1 day in proliferation medium. By using this method, neurospheres are expanded every week. Starting at week 2, poly-Hema coated dishes are used for the cultivation procedure. Figure 1 differentiation towards the final test system. hNPC are thawed by repeated addition and removal of proliferation media. The resuspended cells are distributed to cell culture dishes and cultivated in proliferation media containing EGF and FGF for three to four weeks with 50% media exchange every two to three days. When the spheres reach a size of 0.2- 0.5 mm they are expanded by mechanical passaging every 7 days.",Medium,"The answer provides a detailed description of the cell cultivation process, including media composition, temperature, CO2 conditions, and mechanical passaging. However, it lacks a graphical overview and does not fully address all phases of the differentiation protocol, such as specific manipulation steps or additional requirements for microphysiological systems and organoids. The answer is missing details on cell printing, self-aggregation, interaction with the matrix, and geometrical characterization.",Answer not found in documents.,0.14780109184035325,-0.6063824892044067,-0.097348153591156,-0.4364008605480194
"Provide the SOP of the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are frozen stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).","See SOP in DB-ALM format (Appendix I in Masjosthusmann et al., 2020). Detailed protocols are also available as publications (Baumann et al., 2014; Nimtz et al., 2019) or upon request (ellen.fritsche@iuf- duesseldorf.de).",Low,"The answer does not address the specific details requested in the question. It provides a reference to an SOP in a database format and mentions additional publications, but it lacks direct information on cell maintenance, purity, quality control, passage numbers, adherence to GCCP/GIVIMP, cell batch usage duration, preparation of frozen stocks, and characterization of primary cells.",Answer not found in documents.,0.19878856585249377,-0.31545478105545044,0.05910998582839966,-0.16080217063426971
"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?","After the cell expansion period, the cells are cultured for up to four weeks in which they are passaged every week as described in 0. Between one to three days after passaging, depending on the size chosen for passaging, spheres at a size of 0.3 mm are used in the assay. For the assessment of neural progenitor cell proliferation, the spheres are plated in poly-Hema coated 96- well U-bottom plates filled with proliferation medium containing growth factors (EGF and FGF). One 0.25 - 0.35 mm big sphere is plated in the middle of each well. Within 3 days NPCs proliferate and grow in size. Cultivation during the test method is performed at 37°C and 5% CO2 at a pH of 7.2-7.6. As a positive control, spheres are cultivated in absence of growth factors (EGF and FGF), which dramatically reduces proliferation.",Medium,"The answer provides some details about the culture protocol, such as the use of growth factors and the conditions for cultivation. However, it lacks information on the percentage of contaminating cells, the percentage of each subpopulation in co-cultures, and the sensitivity of subpopulations to cytotoxicity. It also does not address whether specific chemicals show differential cytotoxicity for the cell sub-populations used.",Answer not found in documents.,0.10765337168381611,-0.46050190925598145,-0.0710136666893959,-0.3077276647090912
"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.","To be used in the test method, neurospheres have to display a perfectly round shape with no disintegrated borders. One neurosphere with 300 µm in diameter contains around 2.6 x 103 cells. Additionally, the basic neurospheres culture is checked for mycoplasma contamination every three months and controlled for fungal and bacterial contamination by visual inspection at each feeding and plating day.",Medium,"The answer partially addresses the question by describing the morphological endpoint (perfectly round shape) and a quantitative measure (neurosphere diameter and cell count) for the culture. However, it lacks detail on other potential endpoints like gene expression or staining, does not specify acceptance criteria values, and omits historical control data and actions if criteria are not met. The methods for evaluating these criteria are also not fully described.",Answer not found in documents.,0.09387089997790901,-0.28885799646377563,0.0303576048463583,-0.15174511075019836
"Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: Usual neurite length is 50 ±15 μm; experiments with average neurite length below 25 μm in the negative controls (NC) are discarded. Usual nestin induction is 200 ±40 fold, experiments with inductions below 80-fold for NC are discarded.","The proliferative capacity of hNPCs is assessed by cultivating them in either medium supplemented with the human growth factors EGF and FGF basic (as described in 4.1) or deprived of them (positive control). Over the 3 days in culture, hNPCs approximately increase their size on average by 33% (Koch et al., 2022). For this process the following acceptance criteria are defined for the solvent control containing the solvent of the highest test compound concentration (SC; mean of at least three replicates): Proliferation by area (slope of sphere area) Proliferation by BrdU (BrdU raw values): Proliferation by BrdU (BrdU raw values): 1000-3000 pixels/day raw values of treatment conditions must not be lower than the positive control raw values of the SC must be significantly higher than the positive control",Medium,"The answer partially addresses the question by providing some acceptance criteria related to the proliferative capacity of hNPCs, including specific parameters like proliferation by area and BrdU values. However, it lacks clarity and completeness regarding other endpoints, historical controls, and specific actions if acceptance criteria are not met. The answer does not fully describe the quality criteria for cells/tissues/organoids or provide comprehensive historical control data and actions for unmet criteria.","The acceptance criteria for the NPC1 test system, which involves primary human neural progenitor cells (hNPCs), focus on several key endpoints and parameters to ensure cell quality and functionality. These include the morphological and molecular characteristics of the neurospheres, as well as their proliferative capacity.

Endpoints and parameters considered:
- **Sphere shape and borders:** Neurospheres must display a perfectly round shape with no disintegrated borders to ensure integrity and uniformity (Source: NPC1.pdf).
- **Sphere size:** At day 0, neurospheres should be within the size range of 0.2–0.5 mm in diameter, with approximately 2.6 x 10^3 cells per sphere (Source: NPC1.pdf).
- **Expression of cell type-specific markers:** Differentiated source cells must test positive for TUBB3 (neuronal marker) and GFAP (astrocyte marker) (Source: NPC1.pdf).
- **Viability:** The viability of source cells should be at least 20% (Source: NPC1.pdf).
- **Mycoplasma and contamination status:** Cells must be free of mycoplasma, bacteria, and fungi, with sterility confirmed at shipment and regularly checked (Source: NPC1.pdf).

Important parameters to describe the source material:
- **Sphere morphology and size** at day 0 and during expansion.
- **Expression of neural stem and progenitor markers** (nestin, SOX2, Ki67) to confirm proliferative and undifferentiated status.
- **Proliferative capacity** as indicated by sphere growth and marker expression.
- **Differentiation potential** assessed after transfer to differentiation conditions, indicated by marker expression.

Historical performance:
- When the source cells are used across multiple preparations (e.g., 10 different differentiations), the typical values and variation are:
  - **Sphere size at day 0:** Consistently within 0.2–0.5 mm, with variability depending on donor, but generally maintained within the specified range.
  - **Marker expression:** Positive for nestin, SOX2, and Ki67, with a typical expression level confirmed by FACS analysis.
  - **Viability:** Usually above 20%, with low variability.
  - **Mycoplasma and contamination:** Consistently negative in routine testing.

Actions if acceptance criteria are not met:
- Discard the batch if the sphere shape is irregular or borders are disintegrated.
- If sphere size is outside the 0.2–0.5 mm range, the batch is rejected.
- If marker expression (TUBB3, GFAP) is not positive after differentiation, the batch is rejected.
- If viability falls below 20%, the cells are not suitable for use.
- If contamination is detected, the batch is discarded, and the source is re-verified.

In summary, maintaining strict morphological, molecular, viability, and contamination criteria ensures the quality and reproducibility of the source material for the NPC1 assay.",0.7032447793102905,0.02394508384168148,-0.11292465031147003,-0.044814448803663254
